"Date","Price","Open","High","Low","Vol.","Change %"
"16-06-2023","10,450.10","10,418.00","10,478.00","10,416.15","","0.80%"
"15-06-2023","10,366.70","10,364.35","10,404.15","10,348.20","","0.31%"
"14-06-2023","10,334.45","10,341.55","10,351.15","10,314.30","","0.29%"
"13-06-2023","10,304.90","10,272.20","10,318.30","10,270.60","","0.73%"
"12-06-2023","10,229.85","10,205.20","10,238.30","10,175.10","","0.65%"
"09-06-2023","10,164.25","10,199.15","10,205.00","10,147.95","","-0.06%"
"08-06-2023","10,170.75","10,270.00","10,277.85","10,159.40","","-0.67%"
"07-06-2023","10,239.20","10,173.35","10,246.90","10,172.80","","1.12%"
"06-06-2023","10,125.70","10,102.10","10,132.05","10,067.65","","0.54%"
"05-06-2023","10,071.25","10,102.80","10,124.15","10,063.95","","0.28%"
"02-06-2023","10,043.45","10,046.00","10,079.85","10,034.20","","0.48%"
"01-06-2023","9,995.35","9,944.90","10,018.30","9,940.30","","0.83%"
